NameKey,IndirectName,URI,FSUID
FajerP,"Fajer, Piotr G.",https://authorities.lib.fsu.edu/etd-naf/fajer,fajer
FarrisD,"Farris, David W.",https://authorities.lib.fsu.edu/etd-naf/dwfarris,dwfarris
FaruqueM,"Faruque, Md Omar",https://authorities.lib.fsu.edu/etd-naf/faruque,faruque
FaulkB,"Faulk, Barry J.",http://id.loc.gov/authorities/names/n2004040106,bfaulk
FayD,"Fay, Daniel F.",https://authorities.lib.fsu.edu/etd-naf/dfay,dfay
FeiockR,"Feiock, Richard C.",http://id.loc.gov/authorities/names/n00087303,rfeiock
FelknerJ,"Felkner, John",https://authorities.lib.fsu.edu/etd-naf/jfelkner,jfelkner
FendlerR,"Fendler, Rachel Loveitt",http://viaf.org/viaf/1152380012501761724,rfendler
FengJ,"Feng, Jian",https://authorities.lib.fsu.edu/etd-naf/feng,feng
FenleyS,"Fenley, Sérgio Roberto",http://id.loc.gov/authorities/names/nr89009671,sfenley
FentonK,"Fenton, Kevin",http://id.loc.gov/authorities/names/no2008057519,kfenton
FerchaudA,"Ferchaud, Arienne",https://authorities.lib.fsu.edu/etd-naf/aferchaud,aferchaud
FernándezR,"Fernández, Roberto G.",http://id.loc.gov/authorities/names/n84022192,rfernandez
FerrisG,"Ferris, Gerald R.",http://id.loc.gov/authorities/names/n81100790,gferris
FinchamF,"Fincham, Frank D.",http://id.loc.gov/authorities/names/n83135439,ffincham
FioritoJ,"Fiorito, Jack Thomas",http://id.loc.gov/authorities/names/no2004078723,jfiorito
FishburneK,"Fishburne, Kenan A.",https://authorities.lib.fsu.edu/etd-naf/kfishburne,kfishburne
FisherD,"Fisher, Douglas L.",https://authorities.lib.fsu.edu/etd-naf/dfisher,dfisher
FleckensteinK,"Fleckenstein, Kristie S.",http://id.loc.gov/authorities/names/n2001108549,kfleckenstein
FlorianJ,"Florian, John P.",https://authorities.lib.fsu.edu/etd-naf/jflorian,jflorian
FlynnH,"Flynn, Heather A.",https://authorities.lib.fsu.edu/etd-naf/hflynn,hflynn
FolchD,"Folch, David C.",https://authorities.lib.fsu.edu/etd-naf/dfolch,dfolch
FolsteinJ,"Folstein, Jonathan R.",https://authorities.lib.fsu.edu/etd-naf/folstein,folstein
FooS,"Foo, Simon Y.",https://authorities.lib.fsu.edu/etd-naf/foo,foo
FoormanB,"Foorman, Barbara R.",http://id.loc.gov/authorities/names/n85223578,bfoorman
FournierG,"Fournier, Gary M.",http://id.loc.gov/authorities/names/n88191755,
FrankA,"Frank, Andrew",http://id.loc.gov/authorities/names/n95066021,afrank
FranklinJ,"Franklin, Joseph",https://authorities.lib.fsu.edu/etd-naf/jcfranklin,jcfranklin
FranklinR,"Franklin, Russ",http://id.loc.gov/authorities/names/n2016005438,rfranklin
FrederichJ,"Frederich, James H.",https://authorities.lib.fsu.edu/etd-naf/frederich,frederich
FredricksonW,"Fredrickson, William E.",http://id.loc.gov/authorities/names/no00059369,wfredrickson
FreibergJ,"Freiberg, Jack",http://id.loc.gov/authorities/names/n94042446,jfreiberg
FriedmanM,"Friedman, Mollie",http://id.loc.gov/authorities/names/no2013132809,mkr0461
FuelbergH,"Fuelberg, Henry E.",http://id.loc.gov/authorities/names/n81021102,hfuelberg
FuentesM,"Fuentes, Mariana",https://authorities.lib.fsu.edu/etd-naf/mfuentes,mfuentes
FulkersonL,"Fulkerson, Laurel",http://id.loc.gov/authorities/names/n2005022601,lfulkerson
FumoJ,"Fumo, Jamie",http://id.loc.gov/authorities/names/no2003069418,jfumo
GabanaN,"Gabana, Nicole T.",http://id.loc.gov/authorities/names/no2018120684,ngabana
GaberB,"Gaber, Brian",http://id.loc.gov/authorities/names/no2014048705,bgaber
GabrielJ,"Gabriel, Joseph",http://id.loc.gov/authorities/names/n2004009383,
GainesA,"Gaines, Alisha",http://id.loc.gov/authorities/names/no2016135651,
GainsfordR,"Gainsford, Read",http://id.loc.gov/authorities/names/no95005573,rgainsford
GaiserA,"Gaiser, Adam R.",http://id.loc.gov/authorities/names/n2009064720,
GaleanoJ,"Galeano, Juan Carlos",http://id.loc.gov/authorities/names/n97096274,jgaleano
GallivanK,"Gallivan, Kyle A.",http://id.loc.gov/authorities/names/n84029126,kgallivan
GanleyC,"Ganley, Colleen M.",https://authorities.lib.fsu.edu/etd-naf/cganley,cganley
GantsD,"Gants, David L.",http://id.loc.gov/authorities/names/no2017109629,
GaoH,"Gao, Hanwei",https://authorities.lib.fsu.edu/etd-naf/hgao3,hgao3
GardnerJ,"Gardner, Joann",http://id.loc.gov/authorities/names/n88117662,jgardner
GarretsonP,"Garretson, Peter P.",http://id.loc.gov/authorities/names/n78003340,pgarrettson
GawlikM,"Gawlik, Marytza A.",http://id.loc.gov/authorities/names/n2017025017,mgawlik
GelsleichterJ,"Gelsleichter, James J.",http://id.loc.gov/authorities/names/no00033179,nf-jgelsleichter
GerganM,"Gergan, Mabel Denzin",https://authorities.lib.fsu.edu/etd-naf/mgergan,mgergan
GeringerJ,"Geringer, John M.",https://authorities.lib.fsu.edu/etd-naf/jgeringer,jgeringer
GersonP,"Gerson, Paula Lieber",http://id.loc.gov/authorities/names/n85184874,pgerson
GertzM,"Gertz, Marc G.",http://id.loc.gov/authorities/names/n81067523,mgertz
GiardinaM,"Giardina, Michael D.",http://id.loc.gov/authorities/names/n2004110130,mgiardina
GilbertD,"Gilbert, David M.",http://viaf.org/viaf/96152682491423310487,dgilbert
GiuniperoL,"Giunipero, Larry Carl",http://id.loc.gov/authorities/names/n88660162,lgiunipero
GlueckaufR,"Glueckauf, Robert L.",http://id.loc.gov/authorities/names/n89230227,rglueckauf
GoergS,"Goerg, Sebastian J.",http://id.loc.gov/authorities/names/no2017025862,nf-sgeorg
GoffM,"Goff, Matthew J.",http://id.loc.gov/authorities/names/n2003060112,mgoff
GoldsmithE,"Goldsmith, Elizabeth B.",http://id.loc.gov/authorities/names/n88263355,egoldsmith
GoldsmithR,"Goldsmith, Ronald Earl",http://id.loc.gov/authorities/names/n89645618,rgoldsmith
GomarizJ,"Gomariz, José",http://id.loc.gov/authorities/names/no2006084086,jgomariz
GomezB,"Gomez, Brad T.",http://id.loc.gov/authorities/names/no2015079023,
GomoryT,"Gomory, Tomi",http://id.loc.gov/authorities/names/n2012187733,tgomory
GontarskiS,"Gontarski, S. E.",http://id.loc.gov/authorities/names/n77010467,sgontarski
Gonzales BackenM,"Gonzales Backen, Melinda Airr",https://authorities.lib.fsu.edu/etd-naf/mgonzalesbacken,mgonzalesbacken
GonzálezC,"González, Carolina",https://authorities.lib.fsu.edu/etd-naf/cgonzalez3,cgonzalez3
GoodingL,"Gooding, Lori F.",https://authorities.lib.fsu.edu/etd-naf/lgooding,lgooding
GrabanT,"Graban, Tarez Samra",http://id.loc.gov/authorities/names/n98010396,tgraban
GraberL,"Graber, Lukas",https://authorities.lib.fsu.edu/etd-naf/lgraber,lgraber
GrafD,"Graf, David E.",https://authorities.lib.fsu.edu/etd-naf/deg7526,FSUID
GrantJ,"Grant, Jonathan A.",http://id.loc.gov/authorities/names/n99039428,jgrant
GrantS,"Grant, Samuel C.",https://authorities.lib.fsu.edu/etd-naf/scgrant,scgrant
GravesB,"Graves, Brian",https://authorities.lib.fsu.edu/etd-naf/bgraves3,bgraves3
GrayE,"Gray, Edward G.",http://id.loc.gov/authorities/names/n98064260,
GreeneL,"Greene, Laura H.",https://authorities.lib.fsu.edu/etd-naf/lhgreene,lhgreene
GregoryS,"Gregory, Sarah Dianne",https://authorities.lib.fsu.edu/etd-naf/dgregory,dgregory
GrossM,"Gross, Melissa",http://id.loc.gov/authorities/names/n96062681,mgross
GroßerJ,"Großer, Jens W.",https://authorities.lib.fsu.edu/etd-naf/jgrosser,jgrosser
GrubbsL,"Grubbs, Laurie",http://id.loc.gov/authorities/names/n2005182107,
GrubbsR,"Grubbs, R. Dean",https://authorities.lib.fsu.edu/etd-naf/dgrubbs2,dgrubbs2
GrzywaczJ,"Grzywacz, Joseph G.",http://id.loc.gov/authorities/names/n2012060736,
GuanJ,"Guan, Jingjiao",https://authorities.lib.fsu.edu/etd-naf/jguan,jguan
GueretteA,"Guerette, Amy R.",https://authorities.lib.fsu.edu/etd-naf/aguerette,aguerette
GundersonF,"Gunderson, Frank D.",http://id.loc.gov/authorities/names/no00070731,fgunderson
GunjanA,"Gunjan, Akash",https://authorities.lib.fsu.edu/etd-naf/agunjan,agunjan
GunzburgerM,"Gunzburger, Max D.",http://id.loc.gov/authorities/names/n88247645,mgunzburger
GuoW,"Guo, Wei(Professor of Mechanical Engineering)",https://authorities.lib.fsu.edu/etd-naf/wguo,wguo
GussakD,"Gussak, David",http://id.loc.gov/authorities/names/n97102799,dgussak
GustavssonJ,"Gustavsson, Jonas",https://authorities.lib.fsu.edu/etd-naf/jgustavsson,jgustavsson
GuthrieK,"Guthrie, Kathy L.",http://id.loc.gov/authorities/names/no2012159719,kguthrie
GwartneyJ,"Gwartney, James D.",http://id.loc.gov/authorities/names/n80044658,jdgwartney
HahnS,"Hahn, Seung Yong",https://authorities.lib.fsu.edu/etd-naf/shahn,shahn
HaiducS,"Haiduc, Sonia",https://authorities.lib.fsu.edu/etd-naf/shaiduc,shaiduc
Hall-MillsS,"Hall-Mills, Shannon S.",http://id.loc.gov/authorities/names/no2010116844,ssh05d
HalliganJ,"Halligan, Jessi J.",https://authorities.lib.fsu.edu/etd-naf/jhalligan,jhalligan
HallinanD,"Hallinan, Daniel T.Jr.",https://authorities.lib.fsu.edu/etd-naf/dhallinan,dhallinan
HambyB,"Hamby, Barbara",http://id.loc.gov/authorities/names/n95035963,bhamby
HammanJ,"Hamman, John R.",http://id.loc.gov/authorities/names/no2017025730,jhamman
HammockE,"Hammock, Elizabeth Anne Dunn",https://authorities.lib.fsu.edu/etd-naf/ehammock,ehammock
HanessianH,"Hanessian, Holly",http://id.loc.gov/authorities/names/no2005063994,
HanleyW,"Hanley, Will",http://id.loc.gov/authorities/names/no2007032665,whanley
HanlineM,"Hanline, Mary Frances",https://authorities.lib.fsu.edu/etd-naf/mhanline,mhanline
HansonK,"Hanson, Kenneth G.",https://authorities.lib.fsu.edu/etd-naf/kghanson,kghanson
HardyM,"Hardy, Melissa A.",http://id.loc.gov/authorities/names/n86864057,mhardy
HarperK,"Harper, Kristine",http://id.loc.gov/authorities/names/n2004008442,kcharper
HarringtonM,"Harrington, Michael G.",https://authorities.lib.fsu.edu/etd-naf/nf-mharrington,/nf-mharrington
HartR,"Hart, Robert E.",https://authorities.lib.fsu.edu/etd-naf/rhart,rhart
HartS,"Hart, Sara(Professor of Psychology)",https://authorities.lib.fsu.edu/etd-naf/sahart,sahart
HarveyB,"Harvey, Bruce A.",http://id.loc.gov/authorities/names/no2009155075,bharvey
HayC,"Hay, Carter H.",http://id.loc.gov/authorities/names/n99025425,chay
HeilW,"Heil, Wolfgang H.",https://authorities.lib.fsu.edu/etd-naf/wheil,wheil
HellstromE,"Hellstrom, Eric",https://authorities.lib.fsu.edu/etd-naf/ehellstrom,ehellstrom
HellwegJ,"Hellweg, Joseph",http://id.loc.gov/authorities/names/no2011000513,jhellweg
HematiM,"Hemati, Maziar",https://authorities.lib.fsu.edu/etd-naf/nf-mhemati,nf-mhemati
HenneC,"Henne, Carolyn",http://id.loc.gov/authorities/names/no2018055858,chenne
HerreraR,"Herrera, Robinson A.",http://id.loc.gov/authorities/names/n2003097651,rherrera
HerringtonC,"Herrington, Carolyn D.",http://id.loc.gov/authorities/names/n97036418,cherrington
HicknerR,"Hickner, Robert C.",https://authorities.lib.fsu.edu/etd-naf/rhickner,rhickner
HightowerP,"Hightower, Patricia Y.",https://authorities.lib.fsu.edu/etd-naf/pwarren,pwarren
HillS,"Hill, S.",http://id.loc.gov/authorities/names/no2006081590,sohill
HillisonD,"Hillison, Derek William",https://authorities.lib.fsu.edu/etd-naf/dhillison,dhillison
HiltonA,"Hilton, Amy B. Chan",http://id.loc.gov/authorities/names/n2012052768,achanhilton
HinchmanE,"Hinchman, Edward",https://authorities.lib.fsu.edu/etd-naf/ehinchman,ehinchman
HinnantC,"Hinnant, Charles C.",https://authorities.lib.fsu.edu/etd-naf/chinnant,chinnant
HinnantL,"Hinnant, Lynne",https://authorities.lib.fsu.edu/etd-naf/lhinnant,lhinnant
HironakaE,"Hironaka, Eriko",http://id.loc.gov/authorities/names/n93049463,ahironaka
HiverP,"Hiver, Philip V.",https://authorities.lib.fsu.edu/etd-naf/phiver,phiver
HoS,"Ho, Shuyuan Mary",https://authorities.lib.fsu.edu/etd-naf/smho,smho
HochwarterW,"Hochwarter, Wayne A.",https://authorities.lib.fsu.edu/etd-naf/whochwarter,whochwarter
HodgesA,"Hodges, Anne R.",https://authorities.lib.fsu.edu/etd-naf/ahodges,ahodges
HoeijM,"Hoeij, Mark van",http://viaf.org/viaf/291706105,mvanhoeij
HoekmanT,"Hoekman, Timothy",http://id.loc.gov/authorities/names/n92093357,thoekman
HofackerC,"Hofacker, Charles F.",http://id.loc.gov/authorities/names/n99003770,
HolcombeR,"Holcombe, Randall G.",http://id.loc.gov/authorities/names/n82121728,holcombe
HoldenJ,"Holden, Jonathan(Clarinetist)",http://id.loc.gov/authorities/names/no2015083578,jholden
HollisP,"Hollis, Patrick J.",https://authorities.lib.fsu.edu/etd-naf/phollis,phollis
HolmesC,"Holmes, Christina A.",https://authorities.lib.fsu.edu/etd-naf/caholmes,caholmes
HolmesC,"Holmes, Christopher D.",https://authorities.lib.fsu.edu/etd-naf/cdholmes,cdholmes
HolmesR,"Holmes, R. MichaelJr.",https://authorities.lib.fsu.edu/etd-naf/mholmes,mholmes
HolmesT,"Holmes, Tisha Terrianne Joseph",https://authorities.lib.fsu.edu/etd-naf/ttholmes,ttholmes
HolzmanB,"Holzman, Bruce",https://authorities.lib.fsu.edu/etd-naf/bholzman,bholzman
HorabinJ,"Horabin, Jamila I.",http://id.loc.gov/authorities/names/nb2007023320,jhorabin
HorackS,"Horack, Skip",http://id.loc.gov/authorities/names/n2008084444,bmh14f
HornerM,"Horner, Mark W.",https://authorities.lib.fsu.edu/etd-naf/mhorner,mhorner
HouckD,"Houck, Davis W.",http://id.loc.gov/authorities/names/n91016636,dhouck
HouleD,"Houle, David",https://authorities.lib.fsu.edu/etd-naf/dhoule,dhoule
HouptT,"Houpt, Thomas A.",https://authorities.lib.fsu.edu/etd-naf/thoupt,thoupt
HovsapianZ,"Hovsapian, Zohrob O.",http://id.loc.gov/authorities/names/no2009118333,zhovsapian
HowardR,"Howard, Ravi",http://id.loc.gov/authorities/names/n2006055609,
HrudaS,"Hruda, Simone Peterson",https://authorities.lib.fsu.edu/etd-naf/shruda,shruda
HsiaoE,"Hsiao, Eric Y.",https://authorities.lib.fsu.edu/etd-naf/ehsiao,ehsiao
HsiehP,"Hsieh, Peggy",http://id.loc.gov/authorities/names/n00121314,yhsieh
HuB,"Hu, Bill X.",http://id.loc.gov/authorities/names/no2003048630,hxiaolon
HuS,"Hu, Shouping",http://id.loc.gov/authorities/names/no2005051811,shu
HuY,"Hu, Yan-yan",https://authorities.lib.fsu.edu/etd-naf/yhu,yhu
HuangC,"Huang, Chen(Professor of Scientific Computing)",https://authorities.lib.fsu.edu/etd-naf/chuang3,chuang3
HuangW,"Huang, Wenrui",http://id.loc.gov/authorities/names/n2013005601,whuang
HuberA,"Huber, Amy M.",http://id.loc.gov/authorities/names/n2017057051,
HuettelM,"Huettel, Markus",https://authorities.lib.fsu.edu/etd-naf/mhuettel,mhuettel
HuffenbergerK,"Huffenberger, Kevin M.",http://id.loc.gov/authorities/names/no2005117222,
HufferF,"Huffer, Fred W.",http://id.loc.gov/authorities/names/no2013073385,fhuffer
HughesK,"Hughes, Kimberly A.",https://authorities.lib.fsu.edu/etd-naf/kahughes,kahughes
HullE,"Hull, Elaine M.",http://id.loc.gov/authorities/names/no99061351,ehull
HumayunM,"Humayun, Munir",https://authorities.lib.fsu.edu/etd-naf/mhumayun,mhumayun
HurdalM,"Hurdal, Monica K.",https://authorities.lib.fsu.edu/etd-naf/mhurdal,mhurdal
HurtM,"Hurt, Myra M.",https://authorities.lib.fsu.edu/etd-naf/mhurt,mhurt
HussainiM,"Hussaini, M. Yousuff",http://id.loc.gov/authorities/names/n84004850,yhussain
HysonR,"Hyson, Richard Lee",http://id.loc.gov/authorities/names/n89663601,rhyson
HöflichP,"Höflich, Peter",http://id.loc.gov/authorities/names/n2004002589,
IatarolaP,"Iatarola, Patrice",https://authorities.lib.fsu.edu/etd-naf/piatarola,piatarola
IhlanfeldtK,"Ihlanfeldt, Keith R.",http://id.loc.gov/authorities/names/n86000200,
Ilich-ErnstJ,"Ilich-Ernst, Jasminka Z.",https://authorities.lib.fsu.edu/etd-naf/jilichernst,jilichernst
IlkN,"Ilk, Noyan",https://authorities.lib.fsu.edu/etd-naf/ni05d,ni05d
IngvalsonE,"Ingvalson, Erin",https://authorities.lib.fsu.edu/etd-naf/eingvalson,eingvalson
InouyeB,"Inouye, Brian D.",https://authorities.lib.fsu.edu/etd-naf/binouye,binouye
IriantoJ,"Irianto, Jerome",https://authorities.lib.fsu.edu/etd-naf/jirianto,jirianto
IsaacR,"Isaac, R. Mark",http://id.loc.gov/authorities/names/no2010073490,misaac
IvyS,"Ivy, Sarah Elizabeth",http://id.loc.gov/authorities/names/no2014103626,sivy
JaberL,"Jaber, Lama",https://authorities.lib.fsu.edu/etd-naf/ljaber,ljaber
JacksonA,"Jackson, April",https://authorities.lib.fsu.edu/etd-naf/ajackson5,ajackson5
JacksonM,"Jackson, Margaret R.",https://authorities.lib.fsu.edu/etd-naf/mrjackson,mrjackson
JacksonR,"Jackson, Robert A.",http://id.loc.gov/authorities/names/no95014114,rjackson
JainH,"Jain, Harsh Vardhan",https://authorities.lib.fsu.edu/etd-naf/hjain,hjain
JakubowskiE,"Jakubowski, Elizabeth M.",https://authorities.lib.fsu.edu/etd-naf/emjakubowski,emjakubowski
JamesF,"James, Frances C.",http://id.loc.gov/authorities/names/n89666545,fjames
JamesJ,"James, Jeffrey D.",http://id.loc.gov/authorities/names/no2008063392,jdjames
JaroszynskiJ,"Jaroszynski, Jan",https://authorities.lib.fsu.edu/etd-naf/ jaroszy,jaroszy
JenkinsL,"Jenkins, Lyndsay Nicole",https://authorities.lib.fsu.edu/etd-naf/lnjenkins,lnjenkins
JeongA,"Jeong, Allan C.",https://authorities.lib.fsu.edu/etd-naf/ajeong,ajeong
JiménezA,"Jiménez, Alexander",http://id.loc.gov/authorities/names/no2007052630,ajimenez
JohnsonD,"Johnson, David F.",http://id.loc.gov/authorities/names/nr91045296,djohnson
JohnsonF,"Johnson, Frank(Professor of Psychology)",https://authorities.lib.fsu.edu/etd-naf/johnson,johnson
JohnsonM,"Johnson, M. HoustonV",http://id.loc.gov/authorities/names/n2013020321,nf-mjohnson
JoinerT,"Joiner, ThomasJr.",http://id.loc.gov/authorities/names/n98075320,tjoiner
JollesA,"Jolles, Adam",http://id.loc.gov/authorities/names/no98071379,
JonesE,"Jones, Evan Allan",http://id.loc.gov/authorities/names/no2003044981,eajones
JonesE,"Jones, Evan Thomas",http://id.loc.gov/authorities/names/no2015017602,etj3688
JonesF,"Jones, Faye E.",http://id.loc.gov/authorities/names/no2008147682,fejones
JonesI,"Jones, Ithel",http://id.loc.gov/authorities/names/n2011024781,ijones
JonesJ,"Jones, James Pickett",http://id.loc.gov/authorities/names/n82023860,jpjones
JonesK,"Jones, Kathryn M.",https://authorities.lib.fsu.edu/etd-naf/kmjones2,kmjones2
JonesL,"Jones, Lynn",http://id.loc.gov/authorities/names/n2007005627,lajones
JonesM,"Jones, Maxine Deloris",http://id.loc.gov/authorities/names/n87824435,mjones
JonesT,"Jones, Tamara Bertrand",http://id.loc.gov/authorities/names/n2012007578,
JoosV,"Joos, Vincent Nicolas",https://authorities.lib.fsu.edu/etd-naf/vjoos,vjoos
Jordan-JacksonF,"Jordan-Jackson, Felecia F.",https://authorities.lib.fsu.edu/etd-naf/fjordan,fjordan
JungS,"Jung, Sungmoon",https://authorities.lib.fsu.edu/etd-naf/sjung,sjung
JunglasI,"Junglas, Iris Angelika",https://authorities.lib.fsu.edu/etd-naf/ijunglas,ijunglas
JustusJ,"Justus, James",http://id.loc.gov/authorities/names/no2010199173,jjustus
JörgensenC,"Jörgensen, Corinne",http://id.loc.gov/authorities/names/n2003033153,cjorgensen
KabbajM,"Kabbaj, Mohamed",https://authorities.lib.fsu.edu/etd-naf/mkabbaj,mkabbaj
KalbianA,"Kalbian, Aline H.",http://id.loc.gov/authorities/names/n2004111243,akalbian
KalhousD,"Kalhous, David",http://id.loc.gov/authorities/names/no2012086965,dkalhous
KaluE,"Kalu, E. Eric",http://id.loc.gov/authorities/names/no2010168445,eek4012
KaluP,"Kalu, Peter N.",https://authorities.lib.fsu.edu/etd-naf/pkalu,pkalu
KametaniF,"Kametani, Fumitake",https://authorities.lib.fsu.edu/etd-naf/fkametani,fkametani
KampmannR,"Kampmann, Raphael",http://id.loc.gov/authorities/names/no2014002305,
KantorS,"Kantor, Shawn Everett",http://id.loc.gov/authorities/names/no95016942,
KaschakM,"Kaschak, Michael P.",http://viaf.org/viaf/241126538,mkaschak
KavkaM,"Kavka, Martin",http://id.loc.gov/authorities/names/n2003111440,mkavka
KazmerM,"Kazmer, Michelle M.",http://id.loc.gov/authorities/names/n2004089031,mkazmer
KeF,"Ke, Fengfeng",http://id.loc.gov/authorities/names/no2013090332,fke
KearnsS,"Kearns, Stephen",http://id.loc.gov/authorities/names/no2008031674,skearns
KeelP,"Keel, Pamela K.",http://id.loc.gov/authorities/names/n2004009588,pkeel
KeeseckerJ,"Keesecker, Jeff",http://id.loc.gov/authorities/names/no2002107071,jkeesecker
KellerL,"Keller, Laura R.",http://id.loc.gov/authorities/names/nb99032112,lkeller
KellerT,"Keller, Thomas C. S.",http://id.loc.gov/authorities/names/nb99032113,tkeller
KelleyC,"Kelley, Colleen M.",http://id.loc.gov/authorities/names/n2015181796,ckelley
KelleyN,"Kelley, Nicole",http://id.loc.gov/authorities/names/no2006073290,nkelley
KellyS,"Kelly, Steven N.",http://id.loc.gov/authorities/names/n2008036741,skelly
KelsayJ,"Kelsay, John",http://id.loc.gov/authorities/names/n88005645,jkelsay
KennedyM,"Kennedy, Meegan",http://id.loc.gov/authorities/names/no2009110195,mkhanson
KennemurJ,"Kennemur, Justin Glenn",https://authorities.lib.fsu.edu/etd-naf/kennemur,kennemur
KerchevalA,"Kercheval, Alec N.",http://id.loc.gov/authorities/names/no2010183649,akercheval
KernH,"Kern, Holger Lutz",https://authorities.lib.fsu.edu/etd-naf/hkern,hkern
KhurshidA,"Khurshid, Ayesha",https://authorities.lib.fsu.edu/etd-naf/akhurshid,akhurshid
KilgoreJ,"Kilgore, John Mac",http://id.loc.gov/authorities/names/no2016023767,jmkilgore
KillianK,"Killian, Kyle L.",http://id.loc.gov/authorities/names/no2014168191,kkillian
KimA,"Kim, Amy C. H.",https://authorities.lib.fsu.edu/etd-naf/kamy,kamy
KimD,"Kim, Daekwan",http://id.loc.gov/authorities/names/no2012070753,dkim
KimJ,"Kim, Jeong-Su",https://authorities.lib.fsu.edu/etd-naf/jkim6,jkim6
KimY,"Kim, Young-Suk",http://id.loc.gov/authorities/names/n2006078433,ykim5
KimbrellJ,"Kimbrell, James",http://id.loc.gov/authorities/names/n97067798,jkimbrell
KirbyD,"Kirby, David",http://id.loc.gov/authorities/names/n79079287,dkirby
KishS,"Kish, Stephen A.",http://id.loc.gov/authorities/names/n92033213,skish
KistnerJ,"Kistner, Janet",http://id.loc.gov/authorities/names/n2006009507,jkistner
KitchensC,"Kitchens, Carl T.",http://viaf.org/viaf/300263260,ckitchens
KlassenE,"Klassen, E.",http://id.loc.gov/authorities/names/n96072093,eklassen
KlayW,"Klay, William E.",https://authorities.lib.fsu.edu/etd-naf/wklay,wklay
KleckG,"Kleck, Gary",http://id.loc.gov/authorities/names/n91033839,gkleck
KleinJ,"Klein, James D.",http://id.loc.gov/authorities/names/no2003122703,jklein
KnappA,"Knapp, Angela Noel",http://id.loc.gov/authorities/names/no2006015588,anknapp
KoflerM,"Kofler, Michael J.",https://authorities.lib.fsu.edu/etd-naf/kofler,kofler
KoprivaD,"Kopriva, David A.",http://id.loc.gov/authorities/names/no2003009891,dkopriva
KoslowJ,"Koslow, Jennifer Lisa",http://id.loc.gov/authorities/names/n2002136729,jkoslow
KostkaJ,"Kostka, Joel E.",http://id.loc.gov/authorities/names/no2005090753,jkostka
KrachS,"Krach, S. Kathleen",https://authorities.lib.fsu.edu/etd-naf/skrach,skrach
KranzS,"Kranz, Sven Alexander",https://authorities.lib.fsu.edu/etd-naf/skranz,skranz
KrausJ,"Kraus, Joseph Charles",http://id.loc.gov/authorities/names/nr94018466,jkraus
KrishnamurtiR,"Krishnamurti, Ruby",http://id.loc.gov/authorities/names/no2008105052,
KubíkL,"Kubík, Ladislav",http://id.loc.gov/authorities/names/n83172155,lkubik
KumarP,"Kumar, Piyush(Computer Science Professor)",https://authorities.lib.fsu.edu/etd-naf/piyush,piyush
KumarR,"Kumar, Rajan(Professor of Mechanical Engineering)",https://authorities.lib.fsu.edu/etd-naf/drrajank,drrajank
KurlanderE,"Kurlander, Eric",http://id.loc.gov/authorities/names/n2006012757,
KwanB,"Kwan, Bing Woon",http://id.loc.gov/authorities/names/no2002042562,bkwan
