NameKey,IndirectName,URI,FSUID
LaPointeL,"LaPointe, Leonard L.",http://id.loc.gov/authorities/names/n84016857,lllapointe
LamontB,"Lamont, Bruce T.",http://id.loc.gov/authorities/names/no2018151314,
LanF,"Lan, Feng",https://authorities.lib.fsu.edu/etd-naf/flan,flan
LandingW,"Landing, William M.",https://authorities.lib.fsu.edu/etd-naf/wlanding,wlanding
LansfordK,"Lansford, Katlin L.",https://authorities.lib.fsu.edu/etd-naf/klansford,klansford
LarbalestierD,"Larbalestier, D.",http://id.loc.gov/authorities/names/no2004090317,dlarbalestier
LarsonC,"Larson, Christine",http://id.loc.gov/authorities/names/no2011088772,
LathamD,"Latham, Don",http://id.loc.gov/authorities/names/n2006005037,dlatham
LathanR,"Lathan, Rhea Estelle",http://id.loc.gov/authorities/names/n2015038714,rlathan
LatturnerS,"Latturner, Susan",https://authorities.lib.fsu.edu/etd-naf/latturne,latturne
LaughlinK,"Laughlin, Karen L.",https://authorities.lib.fsu.edu/etd-naf/klaughlin,klaughlin
LeBarM,"LeBar, Mark",http://id.loc.gov/authorities/names/n2012071020,
LeeJ,"Lee, Jaejin",https://authorities.lib.fsu.edu/etd-naf/jlee11,jlee11
LeeK,"Lee, Keon-Hyung",https://authorities.lib.fsu.edu/etd-naf/klee2,klee2
LeeP,"Lee, Peter J.",http://id.loc.gov/authorities/names/n00016402,
LeeR,"Lee, Ruby P.",http://viaf.org/viaf/418144782735437495294,rlee3
LeeS,"Lee, Sanghyun",https://authorities.lib.fsu.edu/etd-naf/slee17,slee17
LeeserM,"Leeser, Michael J.",http://id.loc.gov/authorities/names/n2004039478,mleeser
LeitchS,"Leitch, Stephanie",http://id.loc.gov/authorities/names/no2010163958,sleitch
LemmonA,"Lemmon, Alan R.",https://authorities.lib.fsu.edu/etd-naf/alemmon,alemmon
LenhertS,"Lenhert, Steven John",https://authorities.lib.fsu.edu/etd-naf/lenhert,lenhert
LenzJ,"Lenz, Janet G.",http://id.loc.gov/authorities/names/n97106714,
LeppardT,"Leppard, Thomas P.",http://id.loc.gov/authorities/names/n2017022787,
LesterS,"Lester, Sarah",https://authorities.lib.fsu.edu/etd-naf/slester,slester
LeushuisR,"Leushuis, Reinier",http://id.loc.gov/authorities/names/no00052349,
LevensonC,"Levenson, Cathy W.",https://authorities.lib.fsu.edu/etd-naf/levenson,levenson
LevensonD,"Levenson, David B.",https://authorities.lib.fsu.edu/etd-naf/dlevenson,dlevenson
LevitanD,"Levitan, Don R.",https://authorities.lib.fsu.edu/etd-naf/dlevitan,dlevitan
LewisS,"Lewis, Sandra",http://id.loc.gov/authorities/names/n00090066,slewis
LiH,"Li, Hong(Chemistry and Biochemistry)",https://authorities.lib.fsu.edu/etd-naf/hli4,hli4
LiH,"Li, Hui",https://authorities.lib.fsu.edu/etd-naf/hli,hli
LiW,"Li, Wen(Professor of Psychology)",https://authorities.lib.fsu.edu/etd-naf/wli5,wli5
LiY,"Li, Yan",https://authorities.lib.fsu.edu/etd-naf/yli4,yli4
LiY,"Li, Yuan",https://authorities.lib.fsu.edu/etd-naf/yli12,yli12
LiangZ,"Liang, Zhiyong",https://authorities.lib.fsu.edu/etd-naf/zliang,zliang
LiebeskindC,"Liebeskind, Claudia",http://id.loc.gov/authorities/names/n98924524,cliebeskind
LinS,"Lin, Shangchao",https://authorities.lib.fsu.edu/etd-naf/slin,slin
LindbloomT,"Lindbloom, Terri",http://id.loc.gov/authorities/names/n95053719,
LineroA,"Linero, Antonio Ricardo",https://authorities.lib.fsu.edu/etd-naf/arl04e,arl04e
LipoT,"Lipo, T. A.",http://id.loc.gov/authorities/names/n88232814,tlipo
LipsitzS,"Lipsitz, Stuart",https://authorities.lib.fsu.edu/etd-naf/nf-slipsitz,nf-slipsitz
LiuB,"Liu, Baixiao",https://authorities.lib.fsu.edu/etd-naf/bliu,bliu
LiuG,"Liu, Guosheng(Professor of meteorology)",http://id.loc.gov/authorities/names/n2018001437,gliu
LiuX,"Liu, Xiuwen",https://authorities.lib.fsu.edu/etd-naf/liux,liux
LockeB,"Locke, Bruce R.",http://id.loc.gov/authorities/names/n84134993,blocke
LoganT,"Logan, Timothy M.",https://authorities.lib.fsu.edu/etd-naf/tlogan,tlogan
LoniganC,"Lonigan, Christopher J.",http://id.loc.gov/authorities/names/n2012045221,clonigan
LoshS,"Losh, Susan Carol",http://id.loc.gov/authorities/names/nb2010021011,slosh
LoveA,"Love, Ann Rowson",http://id.loc.gov/authorities/names/n2016062968,
LukeT,"Luke, Trevor S.",http://id.loc.gov/authorities/names/n2014022874,tluke
LustriaM,"Lustria, Mia Liza A.",https://authorities.lib.fsu.edu/etd-naf/mlustria,mlustria
LyonsL,"Lyons, Lisa C.",https://authorities.lib.fsu.edu/etd-naf/lyons,lyons
MaB,"Ma, Biwu",http://id.loc.gov/authorities/names/no2016013562,
MaT,"Ma, Teng",https://authorities.lib.fsu.edu/etd-naf/teng,teng
MacDonaldI,"MacDonald, Ian R.",http://id.loc.gov/authorities/names/n81122985,imacdonald
MacRaeT,"MacRae, Toby",https://authorities.lib.fsu.edu/etd-naf/tmacrae,tmacrae
MaddenE,"Madden, Elizabeth Brookshire",https://authorities.lib.fsu.edu/etd-naf/ebmadden,ebmadden
MadsenC,"Madsen, Clifford K.",http://id.loc.gov/authorities/names/n50037462,cmadsen
MagnanJ,"Magnan, Jeronimo Francisco",http://id.loc.gov/authorities/names/n89630486,jmagnan
MaiQ,"Mai, Qing",https://authorities.lib.fsu.edu/etd-naf/qmai,qmai
Maier-KatkinB,"Maier-Katkin, Birgit",http://id.loc.gov/authorities/names/n2006052639,bmaierkatkin
Maier-KatkinD,"Maier-Katkin, Daniel",http://id.loc.gov/authorities/names/n81043485,dmaierkatkin
MaitlandC,"Maitland, Charles G.",https://authorities.lib.fsu.edu/etd-naf/cmaitland,cmaitland
ManerJ,"Maner, Jon K.",https://authorities.lib.fsu.edu/etd-naf/jmaner,jmaner
ManousakisE,"Manousakis, Efstratios",http://id.loc.gov/authorities/names/n91081926,emanousakis
MardisM,"Mardis, Marcia A.",http://id.loc.gov/authorities/names/no2005117623,mmardis
MarianoT,"Mariano, Trinyan",https://authorities.lib.fsu.edu/etd-naf/tmariano,tmariano
MarincolaJ,"Marincola, John",http://id.loc.gov/authorities/names/n96043208,jmarinco
MarquisM,"Marquis, Milton H.",http://id.loc.gov/authorities/names/n86004555,mmarquis
MarrinanR,"Marrinan, Rochelle A.",http://id.loc.gov/authorities/names/n91050597,
MarshallA,"Marshall, Alan G.",http://id.loc.gov/authorities/names/n77017670,amarshall
MartyP,"Marty, Paul F.",http://id.loc.gov/authorities/names/n2007018063,pmarty
MascagniM,"Mascagni, Michael",https://authorities.lib.fsu.edu/etd-naf/mascagni,mascagni
MaslachD,"Maslach, David",https://authorities.lib.fsu.edu/etd-naf/dmaslach,dmaslach
MasonO,"Mason, Olivia Underwood",http://id.loc.gov/authorities/names/no2004084871,
MastA,"Mast, Austin R.",https://authorities.lib.fsu.edu/etd-naf/amast,amast
MathesJ,"Mathes, James",http://id.loc.gov/authorities/names/n2006060373,jmathes
MattoussiH,"Mattoussi, Hedi",http://id.loc.gov/authorities/names/nb2009002696,hmattoussi
MayS,"May, Simon Căbulea",https://authorities.lib.fsu.edu/etd-naf/smay,smay
McClureC,"McClure, Charles R.",http://id.loc.gov/authorities/names/n79107835,cmcclure
McCoyS,"McCoy, Sophie J.",https://authorities.lib.fsu.edu/etd-naf/smccoy,smccoy
McCrearyT,"McCreary, Tyler",http://id.loc.gov/authorities/names/no2019070869,
McDonaldR,"McDonald, Ross",https://authorities.lib.fsu.edu/etd-naf/nf-rmcd,nf-rmcdonald
McDowellS,"McDowell, Stephen D.",http://id.loc.gov/authorities/names/n96043409,smcdowell
McFarlandM,"McFarland, Michael J.(Sociology professor)",https://authorities.lib.fsu.edu/etd-naf/mmcfarland,mmcfarland
McGeeD,"McGee, Daniel",http://id.loc.gov/authorities/names/n84016064,dmcgee
McGinnisK,"McGinnis, Karen M.",https://authorities.lib.fsu.edu/etd-naf/kmcginnis,kmcginnis
McGregoryJ,"McGregory, Jerrilyn",http://id.loc.gov/authorities/names/n96070428,jmcgregory
McKelveyP,"McKelvey, Patrick T.",https://authorities.lib.fsu.edu/etd-naf/pmckelvey,pmckelvey
McLaneY,"McLane, Yelena",https://authorities.lib.fsu.edu/etd-naf/ymclane,ymclane
McMahonD,"McMahon, Darrin M.",http://id.loc.gov/authorities/names/n00033384,
McNaughtonD,"McNaughton, David",http://id.loc.gov/authorities/names/n88047979,dmcnaughton
McNultyJ,"McNulty, James",http://id.loc.gov/authorities/names/n2009023875,jmcnulty
McVicarM,"McVicar, Michael J.",http://id.loc.gov/authorities/names/n2014075955,mmcvicar
McWeyL,"McWey, Lenore M.",https://authorities.lib.fsu.edu/etd-naf/lmcwey,lmcwey
MeansD,"Means, D. Bruce",http://id.loc.gov/authorities/names/n88074509,dmeans
MearsD,"Mears, Daniel P.",http://id.loc.gov/authorities/names/n2009071824,dmears
MeckesD,"Meckes, David G.Jr.",https://authorities.lib.fsu.edu/etd-naf/dmeckes,dmeckes
MegrawT,"Megraw, Timothy L.",https://authorities.lib.fsu.edu/etd-naf/tmegraw,tmegraw
MehtaJ,"Mehta, Jayur M.",https://authorities.lib.fsu.edu/etd-naf/jmehta,jmehta
MeighanP,"Meighan, Patrick",http://id.loc.gov/authorities/names/no2008067683,pmeighan
MeleA,"Mele, Alfred R.",http://id.loc.gov/authorities/names/n85287132,amele
MeltzerA,"Meltzer, Andrea L.",https://authorities.lib.fsu.edu/etd-naf/ameltzer,ameltzer
MendeM,"Mende, Martin",http://viaf.org/viaf/385155042804172402209,FSUID
Mendoza-CortesJ,"Mendoza-Cortes, Jose L.",https://authorities.lib.fsu.edu/etd-naf/jmendozacortes,jmendozacortes
MeredithM,"Meredith, Michael",https://authorities.lib.fsu.edu/etd-naf/mmeredith,mmeredith
MerleP,"Merle, Patrick F.",https://authorities.lib.fsu.edu/etd-naf/pmerle,pmerle
MesevV,"Mesev, Victor",http://id.loc.gov/authorities/names/n2002107356,vmesev
Mesterton-GibbonsM,"Mesterton-Gibbons, Mike",http://id.loc.gov/authorities/names/n87943186,mmestertongibbons
MetinC,"Metin, Christine",https://authorities.lib.fsu.edu/etd-naf/cmetin,cmetin
MeyerA,"Meyer, Alexandria",https://authorities.lib.fsu.edu/etd-naf/ameyer2,ameyer2
Meyer-BaeseU,"Meyer-Baese, U.",http://id.loc.gov/authorities/names/n2001011368,umeyerbaese
Meyer-BäseA,"Meyer-Bäse, Anke",http://id.loc.gov/authorities/names/n2003129868,ameyerbaese
MilesR,"Miles, Rebecca",http://id.loc.gov/authorities/names/nb2008024703,rmiles
MillerB,"Miller, Brian G.",https://authorities.lib.fsu.edu/etd-naf/bgmiller,bgmiller
MillerT,"Miller, Thomas E.(Professor of Biological Science)",https://authorities.lib.fsu.edu/etd-naf/miller,miller
MilliganJ,"Milligan, Jeffrey Ayala",http://id.loc.gov/authorities/names/n2002112925,jmilligan
MioW,"Mio, Washington",https://authorities.lib.fsu.edu/etd-naf/mio,mio
MisraV,"Misra, Vasubandhu",http://id.loc.gov/authorities/names/no2002071189,rmisra
MoffattR,"Moffatt, Robert J.",http://id.loc.gov/authorities/names/n2005060052,rmoffatt
MonL,"Mon, Lorri M.",http://id.loc.gov/authorities/names/no2007103328,lmon
MontgomeryM,"Montgomery, Maxine Lavon",http://id.loc.gov/authorities/names/n95074584,mmontgomery
MontoyaJ,"Montoya, Joseph",https://authorities.lib.fsu.edu/etd-naf/nf-montoya,nf-montoya
MookherjeeM,"Mookherjee, Mainak",https://authorities.lib.fsu.edu/etd-naf/mmookherjee,mmookherjee
MooneyK,"Mooney, Katherine Carmines",http://id.loc.gov/authorities/names/n2012011253,kcmooney
MooreC,"Moore, Carl A.",https://authorities.lib.fsu.edu/etd-naf/camoore,camoore
MooreC,"Moore, Christopher",http://id.loc.gov/authorities/names/no2011129850,crmoore
MooreD,"Moore, Dennis D.",http://id.loc.gov/authorities/names/n93050097,dmoore
MooreM,"Moore, Matthew Nicholas J.",https://authorities.lib.fsu.edu/etd-naf/mnmoore2,mnmoore2
MoreyS,"Morey, Steven L.",https://authorities.lib.fsu.edu/etd-naf/smorey,smorey
MorrisR,"Morris, Richard Jack",http://id.loc.gov/authorities/names/n89665211,rmorris (comm) or rgm18s (athletic adm)
MortonR,"Morton, Richard M.",https://authorities.lib.fsu.edu/etd-naf/rmorton,rmorton
MosesR,"Moses, Ren",http://id.loc.gov/authorities/names/no2008021083,rmoses
MossP,"Moss, Pedro L.",http://id.loc.gov/authorities/names/no2008104764,plm1735
MuhamadJ,"Muhamad, Jessica Wendorf",https://authorities.lib.fsu.edu/etd-naf/jwendorfmuhamad,jwendorfmuhamad
MukherjeeT,"Mukherjee, Tathagata",https://authorities.lib.fsu.edu/etd-naf/FSUID,tm09
MunnJ,"Munn, Jean",https://authorities.lib.fsu.edu/etd-naf/jmunn,jmunn
MunroM,"Munro, Martin",http://id.loc.gov/authorities/names/nb2001003399,mmunro
MuntendamA,"Muntendam, Antje",http://id.loc.gov/authorities/names/n2015008326,
MurphyJ,"Murphy, Jeremiah Wayne",https://authorities.lib.fsu.edu/etd-naf/jwmurphy,jwmurphy
Murray-RománJ,"Murray-Román, Jeannine",http://id.loc.gov/authorities/names/n2015049288,
MusslimaniZ,"Musslimani, Ziad H.",https://authorities.lib.fsu.edu/etd-naf/zmusslimani,zmusslimani
MyersJ,"Myers, John P.",https://authorities.lib.fsu.edu/etd-naf/jpmyers,jpmyers
Nair-CollinsM,"Nair-Collins, Michael Patrick",https://authorities.lib.fsu.edu/etd-naf/mpcollins,mpcollins
NealM,"Neal, Michael R.",http://id.loc.gov/authorities/names/n2010050868,mrneal
NeeD,"Nee, Derek Evan",https://authorities.lib.fsu.edu/etd-naf/nee,nee
NelsonG,"Nelson, Gil",http://id.loc.gov/authorities/names/n93102527,
NeumanR,"Neuman, Robert",http://id.loc.gov/authorities/names/n93070322,
NewmanJ,"Newman, Joshua I.",http://id.loc.gov/authorities/names/n2011019943,jinewman
NicholsW,"Nichols, Warren",http://id.loc.gov/authorities/names/n86873624,wnichols
NicholsonS,"Nicholson, Sharon E.",http://id.loc.gov/authorities/names/n83168238,snicholson
NiellP,"Niell, Paul B.",http://id.loc.gov/authorities/names/n2013043288,pniell
NistorA,"Nistor, Adrian",https://authorities.lib.fsu.edu/etd-naf/anistor,anistor
NiuX,"Niu, Xufeng",http://viaf.org/viaf/14146217689609141312,xniu
NolderC,"Nolder, Craig",http://id.loc.gov/authorities/names/no2009202251,cnolder
NorrbinS,"Norrbin, Stefan C.",http://id.loc.gov/authorities/names/no95020806,snorrbin
NowakowskiR,"Nowakowski, Richard S.",https://authorities.lib.fsu.edu/etd-naf/rsnowakowski,rsnowakowski
NowlisS,"Nowlis, Stephen M.",http://id.loc.gov/authorities/names/nr00003143,nf-snowlis
NuddD,"Nudd, Donna M.",https://authorities.lib.fsu.edu/etd-naf/dmnudd,dmnudd
NyceC,"Nyce, Charles M.",http://id.loc.gov/authorities/names/n2011040076,cnyce
OatesW,"Oates, William",https://authorities.lib.fsu.edu/etd-naf/woates,woates
OberlinR,"Oberlin, Richard",https://authorities.lib.fsu.edu/etd-naf/roberlin,roberlin
OdomA,"Odom, A. L.",http://id.loc.gov/authorities/names/n82226768,aodom
OhS,"Oh, Sanghee",http://id.loc.gov/authorities/names/no2012113274,so17c (Sang Hoo Oh -- library special)
OhlssonE,"Ohlsson, Eric Paul",http://id.loc.gov/authorities/names/n90621988,eohlsson
OkerlundD,"Okerlund, David",http://id.loc.gov/authorities/names/no2002093654,dokerlund
OkoliO,"Okoli, Okenwa O. I.",http://id.loc.gov/authorities/names/nb2017018753,
OlceseJ,"Olcese, James",http://id.loc.gov/authorities/names/n99801246,jolcese
OpelA,"Opel, Andy",http://id.loc.gov/authorities/names/n2003094691,aopel
OrdóñezJ,"Ordóñez, Juan Carlos",http://id.loc.gov/authorities/names/no2003098450,jordonez
OrmsbeeM,"Ormsbee, Michael J.",http://id.loc.gov/authorities/names/no2016106104,mormsbee
OsbornD,"Osborn, Debra S.",http://id.loc.gov/authorities/names/n97051108,dosborn
OsborneE,"Osborne, Elizabeth A.",http://id.loc.gov/authorities/names/n2010074779,bosborne
OstrovidovA,"Ostrovidov, Alexander",http://id.loc.gov/authorities/names/no2011090387,aostrovidov
OvertonJ,"Overton, J. Michael",https://authorities.lib.fsu.edu/etd-naf/joverton,joverton
OwensJ,"Owens, Jeremy D.",https://authorities.lib.fsu.edu/etd-naf/jdowens,jdowens
OwensJ,"Owens, Joseph F.III",https://authorities.lib.fsu.edu/etd-naf/jowens,jowens
OzguvenE,"Ozguven, Eren Erman",http://id.loc.gov/authorities/names/no2009109194,eozguven
PableJ,"Pable, Jill",http://id.loc.gov/authorities/names/no2004105176,jpable
PadavicI,"Padavic, Irene",http://id.loc.gov/authorities/names/n93121885,ipadavic
PaekI,"Paek, Insu(Professor of measurement and statistics)",http://id.loc.gov/authorities/names/n2019021256,ipaek
PakinS,"Pakin, Scott D.",https://authorities.lib.fsu.edu/etd-naf/nf-spakin,nf-spakin
PamidiS,"Pamidi, Sastry V.",https://authorities.lib.fsu.edu/etd-naf/pamidi,pamidi
PantonL,"Panton, Lynn B.",http://viaf.org/viaf/105842865,lpanton
PapiM,"Papi, Mostafa",https://authorities.lib.fsu.edu/etd-naf/mpapi,mpapi
ParkC,"Park, Chiwoo",https://authorities.lib.fsu.edu/etd-naf/cpark5,cpark5
ParkT,"Park, Toby J.",http://id.loc.gov/authorities/names/no2012049769,tjpark
ParkerW,"Parker, William C.",https://authorities.lib.fsu.edu/etd-naf/wparker,wparker
Parker-BellB,"Parker-Bell, Barbara Faye",https://authorities.lib.fsu.edu/etd-naf/bparkerbell,bparkerbell
Parker-FlynnC,"Parker-Flynn, Christina Marie",https://authorities.lib.fsu.edu/etd-naf/cparker,cparker
ParksJ,"Parks, John Will",http://id.loc.gov/authorities/names/no2008105963,jparks
ParrishT,"Parrish, Timothy",http://id.loc.gov/authorities/names/n2006055125,
PatiD,"Pati, Debdeep",https://authorities.lib.fsu.edu/etd-naf/debdeep,debdeep
PatrangenaruV,"Patrangenaru, Victor",http://id.loc.gov/authorities/names/n2015050341,vic
PatrickC,"Patrick, Christopher J.",http://id.loc.gov/authorities/names/n2005015125,cpatrick
PauS,"Pau, Stephanie",https://authorities.lib.fsu.edu/etd-naf/spau,spau
PelkeyS,"Pelkey, Stanley C.",http://id.loc.gov/authorities/names/n2004079653,spelkey
PengF,"Peng, Fang",https://authorities.lib.fsu.edu/etd-naf/fpeng,fpeng
PeregoM,"Perego, Mauro",https://authorities.lib.fsu.edu/etd-naf/nf-mperego,nf-mperego
PeresT,"Peres, Tanya M.",http://id.loc.gov/authorities/names/no2010088217,
Perez-FelknerL,"Perez-Felkner, Lara",https://authorities.lib.fsu.edu/etd-naf/lperezfelkner,lperezfelkner
PerfectS,"Perfect, Steven Bruce",https://authorities.lib.fsu.edu/etd-naf/sperfect,sperfect
PerreweP,"Perrewe, Pamela L.",http://id.loc.gov/authorities/names/n87114038,
PetersenK,"Petersen, Kathleen L.",https://authorities.lib.fsu.edu/etd-naf/klpetersen,klpetersen
PetersonD,"Peterson, David R.",http://id.loc.gov/authorities/names/no2012101306,dpeterson
PetersonJ,"Peterson, Janet S.",https://authorities.lib.fsu.edu/etd-naf/jpeterson,jpeterson
PevnitskayaS,"Pevnitskaya, Svetlana A.",https://authorities.lib.fsu.edu/etd-naf/spevnitskaya,spevnitskaya
PfaffC,"Pfaff, Christopher A.",http://id.loc.gov/authorities/names/n95053027,cpfaff
PfeifferS,"Pfeiffer, Steven I.",http://id.loc.gov/authorities/names/n84049214,spfeiffer
PhillipsB,"Phillips, Beth M.",https://authorities.lib.fsu.edu/etd-naf/bmphillips,bmphillips
PiehlerG,"Piehler, G. Kurt",http://id.loc.gov/authorities/names/n94025256,kpiehler
PiekarewiczJ,"Piekarewicz, Jorge",http://id.loc.gov/authorities/names/n2012037971,jpiekarewicz
PietralungaM,"Pietralunga, Mark",http://id.loc.gov/authorities/names/n86071393,mpietralunga
PietrykaM,"Pietryka, Matthew T.",https://authorities.lib.fsu.edu/etd-naf/mpietryka,mpietryka
Pinker-DomenigK,"Pinker-Domenig, Katja",https://authorities.lib.fsu.edu/etd-naf/nf-katjapinker,nf-katjapinker
PintoJ,"Pinto, Jose R.",https://authorities.lib.fsu.edu/etd-naf/jpinto,jpinto
PlantA,"Plant, Ashby",http://id.loc.gov/authorities/names/no2013023462,plant
PlewaT,"Plewa, Tomasz",http://id.loc.gov/authorities/names/no2005015361,tplewa
PoeyD,"Poey, Delia",http://id.loc.gov/authorities/names/n92028118,dpoey
PopovićD,"Popović, Dragana",http://id.loc.gov/authorities/names/no2015167788,
PorterfieldA,"Porterfield, Amanda",http://id.loc.gov/authorities/names/n80026327,aporterf
PowellM,"Powell, Mark Dillon",http://id.loc.gov/authorities/names/no2011022876,mpowell
PrestonC,"Preston, Courtney",http://id.loc.gov/authorities/names/no2014103913,cpreston
PrevattF,"Prevatt, Frances F.",http://id.loc.gov/authorities/names/n98077174,fprevatt
ProffittJ,"Proffitt, Jennifer M.",https://authorities.lib.fsu.edu/etd-naf/jproffitt,jproffitt
ProsperH,"Prosper, Harrison B.",http://id.loc.gov/authorities/names/n2001016046,harry
ProudfitG,"Proudfit, Greg Hajcak",http://id.loc.gov/authorities/names/no2014091561,ghajcak
PullenD,"Pullen, Daniel J.",http://id.loc.gov/authorities/names/n85368513,dpullen
QuadagnoJ,"Quadagno, Jill S.",http://id.loc.gov/authorities/names/n81027135,jquadagn
QuaifeB,"Quaife, Bryan",https://authorities.lib.fsu.edu/etd-naf/bquaife,bquaife
QuineJ,"Quine, J. R.",http://id.loc.gov/authorities/names/n96091392,quine
QuinnI,"Quinn, Iain",http://id.loc.gov/authorities/names/n2003084699,iquinn
RadeyM,"Radey, Melissa",https://authorities.lib.fsu.edu/etd-naf/mradey,mradey
RalstonP,"Ralston, Penny A.",http://id.loc.gov/authorities/names/n99834877,
RamakrishnanS,"Ramakrishnan, Subramanian",https://authorities.lib.fsu.edu/etd-naf/sramakrishnan,sramakrishnan
Rambo-RoddenberryM,"Rambo-Roddenberry, Michelle Deanna",http://id.loc.gov/authorities/names/no2002037112,mroddenberry
RamirezH,"Ramirez, Hernan",http://id.loc.gov/authorities/names/no2013040956,hramirez
Ramos-MattoussiF,"Ramos-Mattoussi, Flavia S.",https://authorities.lib.fsu.edu/etd-naf/framosmattoussi,framosmattoussi
RandolphK,"Randolph, Karen A.",http://id.loc.gov/authorities/names/no99033530,krandolph
RaneyA,"Raney, Arthur A.",http://id.loc.gov/authorities/names/n2006000877,araney
RansdellM,"Ransdell, Marlo E.",https://authorities.lib.fsu.edu/etd-naf/mransdell,mransdell
RaoQ,"Rao, Qinchun",http://id.loc.gov/authorities/names/no2011191760,qrao
RasmussenD,"Rasmussen, David W.",http://id.loc.gov/authorities/names/n81118913,dwrasmussen
RawlingP,"Rawling, Piers",http://id.loc.gov/authorities/names/n2003095981,prawling
RayburnJ,"Rayburn, J. D.II",https://authorities.lib.fsu.edu/etd-naf/jrayburn,jrayburn
ReenockC,"Reenock, Christopher",http://id.loc.gov/authorities/names/n2016028463,
RegleroL,"Reglero, Lara",http://id.loc.gov/authorities/names/no2006124985,lreglero
RehmM,"Rehm, Marsha Lynn",http://id.loc.gov/authorities/names/n90646756,mrehm
ReinaL,"Reina, Laura",https://authorities.lib.fsu.edu/etd-naf/reina,reina
ReiserR,"Reiser, Robert A.",http://id.loc.gov/authorities/names/n83038707,rreiser
RenY,"Ren, Yi(Biomedical Sciences Professor)",https://authorities.lib.fsu.edu/etd-naf/yren3,yren3
ReyesA,"Reyes, Arneil P.",https://authorities.lib.fsu.edu/etd-naf/reyes,reyes
ReynoldsJ,"Reynolds, John K.",https://authorities.lib.fsu.edu/etd-naf/kreynolds3,kreynolds3
ReynoldsJ,"Reynolds, John R.",https://authorities.lib.fsu.edu/etd-naf/jrreynolds,jrreynolds
ReznikovA,"Reznikov, Alexander",https://authorities.lib.fsu.edu/etd-naf/areznikov,areznikov
RibeiroJ,"Ribeiro, Jessica D.",https://authorities.lib.fsu.edu/etd-naf/jdr08c,jdr08c
RiboJ,"Ribo, John",https://authorities.lib.fsu.edu/etd-naf/jribo,jribo
RiccardiG,"Riccardi, Gregory A.",https://authorities.lib.fsu.edu/etd-naf/griccardi,griccardi
RiceD,"Rice, Diana Claries",http://id.loc.gov/authorities/names/no90025405,drice
RichardsM,"Richards, Mark C.",https://authorities.lib.fsu.edu/etd-naf/mcrichards,mcrichards
RikvoldP,"Rikvold, Per Arne",http://id.loc.gov/authorities/names/n87113671,prikvold
RileyM,"Riley, Mark A.",https://authorities.lib.fsu.edu/etd-naf/mriley,mriley
RobertsD,"Roberts, Diane",http://id.loc.gov/authorities/names/n93019374,dkroberts
RobertsR,"Roberts, Rodney G.",https://authorities.lib.fsu.edu/etd-naf/rroberts,rroberts
RobertsW,"Roberts, Winston",http://id.loc.gov/authorities/names/no98075024,wroberts
RodgersL,"Rodgers, Luke P.",https://authorities.lib.fsu.edu/etd-naf/lprodgers,lprodgers
RodgersR,"Rodgers, Ryan P.",https://authorities.lib.fsu.edu/etd-naf/rrodgers,rrodgers
Rodriguez-MoriH,"Rodriguez-Mori, Howard",http://id.loc.gov/authorities/names/no2009187450,
